地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
1638,铁心桥,鐵心橋,,桥梁,史实传说与作品,雨花台区韩府山西麓,清朝,清朝,118.7565,31.9642,,,石桥、雨花台、西善桥、中华门,,"铁心桥名称源于南宋
传说南宋时，金将宗弼领兵追赶仓皇南逃的宋高宗，追至韩府山麓溪水河上一座小石桥时，桥边忽然闪出一员手执兵器的宋将，放过宋尚宗，截住金兵，并高喊：“我是杀不死的铁心人！”遂与金兵拼杀起来，终因寡不敌众而英勇战死。宗弼即令部下将其剖腹剜心，以验证是否铁心。“铁心桥”的名字就这样流传开来了。另一说为金兵攻陷建康后，府判杨邦乂宁死不降，被宗弼开膛剖心，其遗体在被运过韩府山麓溪水河上的这座石桥时，掉出一颗坚硬火热的铁心。此后，这座石桥就被称为“铁心桥”了。——《南京明清建筑》"
2744,东关头,東關頭,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7912,32.0245,,,秦淮、东水关、金陵、秦淮河,,"地处秦淮，附近有著名的戏园、剧院。
1921年，于南京东关头附近创办文明雅集戏园。——《南京文化志下册》"
1924,善司庙,善司廟,,祠庙,宗教,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7673,32.0224,,,,,门东大英府豆腐巷有都天庙，门西骁骑营上有善司庙，其神为唐张巡，青面紫须，狰狞可怖。光绪乙未夏，相传有神降于善司庙，遂重新都天赛会。先是，洪杨乱前，有小儿供一泥塑神像，忽有灵异，遂创善司庙焉。——《金陵岁时记》
1187,昭文斋,昭文齋,,古迹,定林山庄内,愿景,元代,元代,118.8679,31.8982,,王安石,定林寺、钟山,,宋神宗熙宁九年（1076年），王安石第二次被罢相后，归隐金陵，野居在府城东门与钟山半道上的“半山园”。王安石深爱钟山景色幽美，经常骑驴游玩钟山，疲倦时便到定林庵休息。后来，他就在庵内建了一个供自己休息和写字读书的书斋，取名“昭文斋”。王安石有诗咏及定林庵，诗中描述定林庵溪水绕屋、苦竹丛生的状况与六百多年前昙摩密多（即竺法秀）所见的定林下寺濒临溪涧、地势低下的状况基本相同，所不同的是昙摩密多因此而移居，而王安石则因此而经常在此留住。约一百年后，南宋爱国诗人陆游曾两次慕名来游钟山定林庵。在昭文斋壁上题名曰：“乾道乙酉（1165年）七月四日，笠泽陆务观冒大雨独游定林”。五年后，陆游重游钟山，定林庵已被火毁，而他在昭文斋壁上的题名却被寺僧事先摩刻在寺后的崖壁上。1975年10月，陆游题名石刻被发现，成为考证下定林寺遗址的重要资证。——《南京寺庙史话》
2096,李府巷,李府巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7743,32.0255,,,,,小府巷，位于集庆路北侧，东起船板巷，西至六度庵，长113米，宽2.4米。清《同治上江两县志》称小李府巷，《首都志》载有小府巷1995年，建五间厅居民住宅区时拆除，融入小区内。2003年建皇册家园时湮没。——《十里秦淮桥道志》
2609,藩署,藩署,,衙署,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7798,32.0229,,,,,“瞻园而言，在明代一直是中山王府，清朝做过按察使署和盐抚道署。太平天国时，先后为东王杨秀清和夏官副丞相赖汉英等人的王府。天京失陷后，仍为清政府的藩署。”——《南京地名趣话》
3108,中山北路,中山北路,,道路,人物姓氏,依据《1930年代南京市实测新图》定位,近代,近代,118.7446,32.0884,,,鼓楼、山西路、中山路、铁道部、新街口、挹江门、中路、中山东路、汉中路、立法院、上海路、最高法院,,"中山北路乃中山先生灵柩移来南京安葬时开辟的穿城大道。
1927年，中山先生灵柩移来南京安葬，从下关中山码头到中山陵，开辟了一条长计12千米、宽达40米的穿城大道，即沿用至今的中山北路、中山路、中山东路。这条穿城大道，构成了南京现代都市交通的主要骨架。——《南京民国建筑艺术》"
2817,淮海路,淮海路,,道路,山川,依据《1930年代南京市实测新图》定位,近代,近代,118.7805,32.0397,,金陵刻经处,延龄巷、金陵、洪武路,,金陵刻经处是杨仁山居士在清同治五年（1866年）创办的。杨仁山（1836—1911），名文会，安徽石埭人，是中国近代佛学界的代表人物。他早年立志研究佛法，深感经典难求，就创办了金陵刻经处，致力于刻印佛经。刻经处最初设于北极阁，后来迁到常府街，1897年杨仁山把自己在延龄巷的住宅（今淮海路35号）捐献出来，这就是现在的金陵刻经处。——《名人与南京》
1952,毗卢寺,毗盧寺,,祠庙,宗教,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7981,32.0457,,,,,"南京城内三大名刹之一，因庵堂内供奉毗卢舍那佛，故名毗卢庵。
南京城内三大名刹之一的毗卢寺,前身只是城内的一座小庵，因庵堂内供奉毗卢舍那佛，故名毗卢庵。清朝咸丰年间，毗卢庵毁于战火。现存的毗卢寺，是清朝光绪年间，由僧人海峰住持，在原来的毗卢庵的基础上兴建起来的。——《南京明清建筑》"
1080,白板桥,白板橋,,桥梁,板桥镇内,景观描述,元代,元代,118.633,31.9086,,,,,"元代诗人出游经过白板桥，写下诗篇
《闲居遣兴》（节选）
陈镒
白板桥通沽酒店，绿杨树系钓鱼船。
此生已决投闲计，自种村南百亩田。"
1514,红花地,紅花地,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7897,32.0391,,,吉祥街,,"清初，红花地以丝染业为主。
靛园在城西北。红花地在城北，供丝染。——《建康古今记》"
2462,杨公井,楊公井,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.788,32.0377,,太平,,,"清代，杨公井一带曾经历过驻军挖井自救
清光廿八年（1902年）冬，南京大旱，城中水道十有九干，主水源秦淮河也快见底了，已到了臭不可食的地步。杨公井一带紧靠清驻防城，这里的驻军也陷人了无水可食的困境。驻防军官杨镜岩为解决将士饮水难的问题，指挥各部队就地挖井自救。又考虑到老百姓的困难，慷慨捐出自己多年的积蓄，雇工为驻——《南京地名趣话》"
1054,通江馆,通江館,,码头/驿站,水西门附近,交通,元代,元代,118.7635  ,32.0309,,,,,"通江馆与名人马光祖有关，是其改立的。
通江馆，在赏心亭东月堂旧基，后为回易库。马光祖改立通江馆，以待四方宾客。——《至正金陵新志》"
3111,中正路,中正路,,道路,人物姓氏,依据《1930年代南京市实测新图》定位,近代,近代,118.7789,32.0376,,,中山、中华路,," 中正路设大华大戏院，梅兰芳曾登台。
  大华大戏院位于中山南路（原名中正路）67号，紧邻新街口闹市区，它是南京最早建造的戏院之一，也是民国时期南京市规模最大、标准最高的一家戏院。现名为大华电影院。——《南京民国建筑的故事上》"
1505,小门口,小門口,,道路,无,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.772,32.0172,,,库司坊、马巷、饮马巷,,"见证了南京民众的价值取向和市井文化。
“阮大铖宅在库司坊，即今小门口处，世人秽其名曰：裤子裆。”清朝为孝廉陶湘所得，称陶氏花园。——《十里秦淮桥道志》"
2250,菱角市,菱角市,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7672,32.0279,,,浮桥、下浮桥、来凤街,,"明代时此地秋天为菱藕市场，故名。
菱角市，南起来凤街，北至升州路。明代，每到秋天此地为菱藕市场，故名。——《十里秦淮桥道志》"
1555,鸡鹅巷,雞鵝巷,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7836,32.0514,,,北门桥、彩霞街、小彩霞街,,"明末，曾有卖国贼住在鸡鹅巷
明代末年，鸡鹅巷和库司坊（裤子裆），是遭人们痛恨的地方，因为这两个地方，分别住有大恶大奸的卖国贼马士英和阮大铖。——《南京地名趣话》"
2820,黄埔路,黃埔路,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.8057,32.0461,,,中山、中山东路,,1945年9月9日，日军中国派遣军总司令冈村宁次率日军代表退出受降会场。冈村宁次垂首而行，神色黯然。这一天，在中华民族历史上是一个值得大书特书的日子，中国政府代表何应钦将军在南京黄埔路原中央军校大会堂接受日军最高指挥官冈村宁次的投降。——《民国南京1927》
1847,木匠营,木匠營,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7853,32.0165,,,,,"因为有木匠群居而沿用旧名。
南都大市为人货所集者，亦不过数处，而最夥为行口，自三山街西至斗门桥而已，其名曰菓子行。它若大中桥、北门桥、三牌楼等处亦称大市集，然不过鱼肉蔬菜之类。如铜铁器则在铁作坊；皮市则在笪桥南；鼓铺则在三山街口，旧内西门之南；履鞋则在轿夫营；帘箔则在武定桥之东；伞则在应天府街之西；弓箭则在弓箭坊；木器南则钞库街，北则木匠营。盖国初建立街巷，百工货物买卖各有区肆，今沿旧名而居者，仅此数处。——《客座赘语》"
1565,三元巷,三元巷,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7787,32.0371,,,,,"清末居民集聚地，内有官府要员豪宅。
清末民初，三元巷是南京老城南的要冲，居民密集。巷内有一座豪宅，亭台楼阁，荷池水榭、假山屏峙，花木茂盛，相传为一袁姓海关官员所有。——百度百科"
1810,鸽子桥,鴿子橋,,桥梁,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7772,32.0316,,,内桥、笪桥、羊市桥,,"清代，因临近鸽子市更名为鸽子桥。
跨渎第一桥，以北临鸽子市，俗呼鸽子桥。准渚古之甓子桥，适当其地。——《运渎桥道小志》"
136,大城山,大城山,,山脉,城市与建筑,南京城东,宋代,宋代,118.9811,31.9597,,,,,
512,丹凤街,丹鳳街,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1909年《金陵杂志》定位,清朝,清朝,118.7821,32.0571,,,,,"清代，丹凤街的曹家花园变成了隋织造园。
江宁织造曹頫，行为不端，织造项亏空甚多……着行文江南总督范时绎，将曹家中财物固封看守。……俟新任织造官员隋赫德到彼之后办理。——《抄曹頫家谕旨》"
1617,百子亭,百子亭,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7828,32.0669,,,,,桂永清公馆坐落在百子亭19号。——《南京民国建筑的故事》
1306,常遇春墓,常遇春墓,,陵墓,人物姓氏,"玄武区太平门外紫金山北麓
",明代,明代,118.8165,32.0637,,太平,李文忠墓、太平门、吴良墓、中山、中山王徐达墓,,开平王常遇春墓，宋濂撰碑。——《明孝陵志》
3087,膺福街,膺福街,,道路,愿景,依据《1930年代南京市实测新图》定位,近代,近代,118.779,32.0151,,,秦淮、中华门,,"膺福街古名“英府街”，近代李鸿章改名为膺福街，取“膺样得福”之意。
膺福街，在中华门内北部偏东的内秦淮河南岸，古名“英府街”，因明英国公张辅居此而得名。清同治五年，两江总督李鸿章取“膺样得福”之意，改名为膺福街。——《南京地名源》"
2027,延龄巷,延齡巷,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7853,32.0388,,金陵刻经处,淮海路、金陵,,金陵刻经处是杨仁山居士在清同治五年（1866年）创办的。杨仁山（1836—1911），名文会，安徽石埭人，是中国近代佛学界的代表人物。他早年立志研究佛法，深感经典难求，就创办了金陵刻经处，致力于刻印佛经。刻经处最初设于北极阁，后来迁到常府街，1897年杨仁山把自己在延龄巷的住宅（今淮海路35号）捐献出来，这就是现在的金陵刻经处。——《名人与南京》
2040,凤凰街,鳳凰街,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7745,32.0244,,,,,传说曾有凤凰落于此处而得名。——百度百科
1845,小心桥,小心橋,,桥梁,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7876,32.0152,,,,,清《同治上江两县志》城图载有小星桥。以处星福桥之东，且较小，故名小星桥。为清代小运河上六桥之一，街在桥北，以桥得名。民初，讹“星”为“心”。关于小心桥的来历，另有两传说：一说桥较小，桥面不平，行走要小心，故更名，街以桥名。另一传说，是东晋周处改邪归正，每走到此处，有一白眉老者提醒他要小心桥上的恶魔伤害，桥以此传说得名。——百度百科
1522,文昌巷,文昌巷,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7893,32.0396,,,,,"清代诗人祝廷华曾赋诗提及文昌巷。
《哭许颂慈先生绝句二十首其九》
祝廷华
徒步出东郭，病甚乃辍讲。
南漍一瓣香，寂寞文昌巷。"
1258,南京金吾右卫,南京金吾右衛,,衙署,政治军事,状元坊南,明代,明代,118.781,32.0281,,,,,"直亲军卫所，守卫皇城西面及巡警皇城各门，驻扎在状元坊。
金吾右卫在状元坊。——《建康古今记》"
2081,吉祥街,吉祥街,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7706,32.0223,,,王府巷、红花地、行宫,,南京的老地名中曾有两条街巷先后名为吉祥街，原位于太平南路北段的一处，本名义祥街，俗名吉祥街，清初是江宁织造署所在地，成为织造业的管理机构。曹雪芹创作的《红楼梦》中有许多章节都提到了云锦，就是其在此生活过的缩影。后来此地兴建行宫，便把江宁织造署搬到了青溪小姑祠的边上，位于今淮青桥东。由于吉祥街的云锦、缎匹一直是作为贡品供宫中使用，所绣图案皆含吉祥之意，因此民间俗称吉祥街。——百度百科
1795,安品街,安品街,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7703,32.0305,,,,,"清代时多建筑园林，是文人雅士聚集之所。
在安品街20号。陈宅建于光绪元年，宅后有一花园称“可园”。《秦淮志》载:“可园在南干道桥西，陈伯雨先生居此，有寿藻堂、瑞花馆，地不甚广，先生著述其中，萧然自得。”此处亦是南京文人雅士聚集论诗书画之地。惜日的建筑与园林大部分已毁坏。——《南京明清建筑》"
3223,古物保存所,古物保存所,,其他建筑,其他,依据《1930年代南京市实测新图》定位,近代,近代,118.8124,32.0407,,,明故宫、明故宫遗址,,"为今南京博物馆，位于明故宫旧址。
1915年，江苏省政府在南京午朝门明故宫旧址创办了南京古物保存所，用以陈列明故宫遗物，内分古物、图书、总务及民族史料搜集处四个部门，是我国较早建立的博物馆之一。抗战前，古物保存所对南京市文物进行了首次调查，并在一些文物上刻划铭文做为保护标识。立文保标识是沿用至今的文物保护方法，但把文字直接刻在文物本体上，不啻是对文物的破坏，这也许是由于当时经费紧张所致。——《南京明故宫》"
2975,堂子街,堂子街,,道路,物产与经济,依据《1930年代南京市实测新图》定位,近代,近代,118.7649,32.0398,,太平,,,"近代时，堂子街有太平天国壁画艺术馆
在总圣库遗址内，发现太平天国时期刻有各种图案的石柱础二十九方，大小木雕构件十一件，现均收藏于堂子街太平天国壁画艺术馆内。——《南京明清建筑》"
622,小粉桥,小粉橋,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7779,32.054,,,广州路,,"小粉桥见证了南京大屠杀。
担任安全区国际委员会主席的德国人拉贝除了忙于整个“安全区”的领导工作外，还在自己位于广州路小粉桥的住宅内设立了一个小型难民所，收留救护了近百人。——《拉贝先生》"
1661,二道埂,二道埂,,道路,方位与位置,莫愁湖东路,清朝,清朝,118.7615,32.0347,,,,,清代此地常被水淹，所以筑一埂挡水，因水西门外已建有土埂，这里便为第二道埂，故得名。——百度百科
2641,饮虹园,飲虹園,,园林,山川,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7861,32.0168,,,,,南京门东饮虹园据传与明朝巨富沈万三有关。当年他经常在饮虹园饮酒，巷以园得名。——百度百科
2390,仓桥,倉橋,,桥梁,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7699,32.0761,,,莲花桥、石桥,,仓巷北端之桥，古代叫“仓桥”，或称“仓巷桥”。因稍北有冶山道院，又称“崇道桥”。清同治年间，在朝天宫故址建江宁府学后，此桥改称“道济桥”。——《南京地名趣话》
2518,宏觉寺,宏覺寺,,寺观,人物姓氏,祖堂山上,清朝,清朝,118.7395,31.8869,,,牛首山,,"宏觉寺历史悠久。
在清代，宏觉寺造改名并重建清代因避讳改名宏觉寺。塔始建于唐大历九年（744年），系代宗李豫感梦“修峰顶七级浮屠”。明正统年间重修,现寺毁塔存。"
1664,九龙桥,九龍橋,,桥梁,山川,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7945,32.0252,,,通济门、东水关、秦淮,,"九龙桥始建于明代，清光绪年间重修。
九龙桥在通济门外，跨秦淮水，又名通济桥。现桥为五孔石拱桥，长51米，宽12.4米，高5.7米。始建于明代，清光绪十年(1884年）重修。——《南京明清建筑》"
2017,五福街,五福街,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7677,32.0246,,,柳叶街,,“五福巷位于郑和公园南，东起马路街，西至长白街，清末李鸿章和富豪吴堂的公馆均在此，两家福、禄、寿、财、喜五福倶全，因此得名五福街，后更名为五福巷。”——《中国名人故居游学馆》
3083,银作坊,銀作坊,,道路,物产与经济,依据《1930年代南京市实测新图》定位,近代,近代,118.777,32.0216,,,,,银作坊，位于秦淮区秦状元巷南段，南自长乐路，北至许家巷，这里曾是明代制作银器的作坊。到了清朝，因江宁县府拘押犯人的牢房门朝此巷开，曾改名为“牢洞巷”，民初又复称“银作坊”。解放前，临近中华路，仍有很多银楼和制作银器的作坊。1982年后，“银作坊”坊并入秦状元巷，现已无此街巷名。——搜狐
1289,长安桥,長安橋,,桥梁,愿景,中华门外长干桥,明代,明代,118.7758,32.0129,,,,,"长安桥，古长干桥。有诗写其美妙。
《左掖门朝退呈吴待制诸公》（节选）
刘炳
谬泰金闺籍，联班趋晚朝。
逶迤西上门，窈窕长安桥。"
2036,珠宝廊,珠寶廊,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7797,32.0312,,,,,"又称为“珠市大街”,因为买卖珠宝而得名。
所在的街道，就以市场经营的商品命名，后面再加一个“廊”字。如经营明瓦的叫“明瓦廊”，经营旧衣服的叫“估衣廊”，买卖珠宝的叫“珠宝廊”等。——《金陵岁时记》"
1688,四牌楼,四牌樓,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7885,32.0559,,,成贤街、中央大学,,"四牌楼是金陵的繁华区，时过境迁，常有文人借景表达物是人非之感。
《金缕曲蔡息庵表弟以文恪公少宗伯公名刺见贻，背列地址为西四牌楼北，当街石老娘胡同，东口睡北，此宅入久易主矣，感赋一阙》
许宝蘅
文恪当年宅。
在城西，四牌楼畔，当街庙侧。
石老娘标胡同号，犹是明朝遗迹。
认第二大门路北。
坊巷方隅分明记，有鲤庭，桃李尝趋集。
数年序，已逾百。
王郎往昔侨居日。
我曾经，追陪觞咏，升堂入室。
庭院幽深花树盛，窈窕浓青蒙碧。
有几许，养翁亲植。
草木何如人寿永，问青杨，旧馆谁能识。
循残纸，感而述。"
3000,瓦厂街,瓦廠街,,道路,物产与经济,依据《1930年代南京市实测新图》定位,近代,近代,118.7635,32.0379,,,,,
688,临沂山,臨沂山,,山脉,方位与位置,南京市东北,六朝,六朝,118.8813,32.164,,,,,"包藏王气的山脉，许多陵墓如梁永阳昭王墓所在地。
案：笆斗山东连临沂山，或谓此系梁永阳昭王萧敷墓，以《永阳敬太妃墓志铭》云“祔瘗于琅邪临沂县长干里黄鹄山”为证。——《梁代陵墓考六朝陵墓调查报告》"
1783,朱状元巷,朱狀元巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7678,32.0326,,朱之蕃,,,朱状元巷住宅清代建筑遗存。位于南京市朱状元巷32、34号。朱状元巷以朱之蕃居此而得名。朱之蕃，字元介，祖籍金陵。明代万历年间状元，仕至吏部右侍郎，卒赠尚书。——《南京文化志下册》
2938,山西路,山西路,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7658,32.0689,,,中山、新街口、鼓楼、西康路、中山北路、汉中路、中路、中山路、上海路、牌楼、三牌楼,,“11点，克莱嘉和哈茨来到本部，汇报了他们偶然看到的让人胆战心惊地‘小规模’执行死刑情景。一个日本人将校和两个士兵将中国人赶入了山西路的水池中，当那名男子走到齐腰深的水中时，一个士兵突然卧到在附近沙袋阴凉处，在该男子沉入水中之前，向其连开数枪。”——《南京大屠杀的彻底检证》
3005,王府里,王府裡,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7701,32.0192,,,,,"太平天国运动期间，王府里是傅善祥死亡之处。
后来，太平天国闹内讧，北王韦昌辉带兵包围东王府的时候，傅善祥正在东王府里。韦昌辉挺着长剑直向杨秀清刺过去，杨秀清来不及躲闪，这时，傅善祥猛扑过去，用自己的身体挡住杨秀清。就这样，年轻轻的傅善祥送了命。——《南京的民间传说》"
586,尊经书院,尊經書院,,学校,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1905年《金陵杂志》定位,清朝,清朝,118.7876,32.0247,,,,尊经阁毁于火,"尊经书院因嘉庆十年尊经阁受灾而建。
尊经书院嘉庆十年因尊经阁灾而为之。主讲席者，前有石执如殿撰亦尝挈眷以来，然赁屋别居，不敢住阁下。——《留都见闻录》"
2424,黄泥岗,黃泥崗,,山脉,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7802,32.0574,,,鼓楼,,"黄泥岗，后更名鼓楼岗。康熙南巡曾登鼓楼。
清朝康熙二十三年，康熙首次南巡来金陵，登临鼓楼。——百度百科"
1609,居安里,居安裡,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.784,32.0528,,,,,"居安里位于进香河与鱼市街之间，街巷呈钝角形，北接卫巷，东接严家桥。
因清乾隆时的直隶清河道朱安斋居于此而得名“朱安里”。又因这里的居民比较团结友爱，能互相关心照应，从未发生过斗气吵闹之事，住在这里有安全感，故又称“居安里”。人们叫久了，几乎倒将朱安里这个老称呼遗忘了。——《南京地名趣话》"
1866,卞公祠,卞公祠,,祠庙,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.769,32.0359,,,,,"清末毁于太平天国运动，后重修做江宁府学。
原建筑毁于太平天国时期，后在同治五年至九年，由李鸿章、曾国藩改建，是清末江宁府学的所在地。其布局为：中文庙，东府学，西卞公祠。——《南京地名趣话》"
2324,复成仓,複成倉,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7952,32.0365,,,,,"为皇家粮仓。
《天京录》卷一：圣粮馆，分圣备仓、复成仓、贡院三处，盖太平军无常俸，口粮有定制。——《十里秦淮桥道志》
复成桥，始建于明初，为明故宫护城河上的砖石拱桥，因明初在桥侧增建复成仓（皇家粮仓）而得名。——《南京明故宫》"
1579,陆家巷,陸家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7778,32.0396,,,,,
1557,如意桥,如意橋,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7697,32.0218,,,,,"清朝名家程绵庄住所。
廷祚居于南京城北如意桥附近，夏仁虎《秦淮志》云：“程绵庄宅，在如意桥。”仁虎虽去廷柞时代甚远，但所记却不为无据。廷祚契友金兆燕在《欲晤程绵庄先生不得，作此奉柬》（《棕亭诗钞》卷七）中云：“君家住城北肩来客城南。思君梦逐秦淮水，一夜先过如意桥。”——《清代南京学术人物传》"
1682,外五龙桥,外五龍橋,,桥梁,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.8115,32.0348,,,承天门、午门、皇城、明故宫、御道、洪武门、端门、西安门、西华门、东华门、护城河、御河、南门、内五龙桥、玄津桥,,"外五龙桥下水道象征着天河银汉
外水”：南京皇城承天门外俗称“外五龙桥”下之河道，过金水桥，即为承天门。这条小河，在皇城布局上，意义非同一般。它秉承周代都城旧制，用以象征天河银汉。——《南京明故宫》"
2015,卫巷,衛巷,,道路,其他,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7831,32.0236,,,,,太平天国时天朝宫殿的规模很大，宫城东到黄家塘，西到碑亭巷，北到浮桥、太平桥一线，南到卫巷、大行宫长街。如果加上周围的朝馆、侍卫府等附属建筑，天朝宫殿的范围东边一直扩展到逸仙桥、竺桥，东北至小营，南面抵达四条巷中段，远远超过清两江总督署的规模。——《南京明清建筑》
1571,木料市,木料市,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7762,32.0334,,,大香炉、明瓦廊、张府园,,"清代时，木料市形成了专项市场和作坊
清中期南京城南的发展，得源于南京手工业与加工业的迅速兴起，许多街巷形成了专项市场和作坊，如木料市、锦秀坊等，十里秦淮，日益繁华，桨声灯影，昼夜不绝。——《南京明清建筑》"
1308,邓愈墓,鄧愈墓,,陵墓,人物姓氏,"邓府山上
",明代,明代,118.7658,32.0014,,,,,"邓愈墓是古南京著名的古建筑，有极高的文物考察价值。
邓愈墓坐落在中华门外邓府山，1982年3月列为江苏省文物保护单位。……邓愈墓神道碑原位于宁芜公路东南侧南京石粉厂内，神道自西北向东南方向延伸约五百米后转向正南，神道石刻六对十二件依次排列，然后过拱桥，登邓府山主峰，直至墓冢。1986年6月，因建设需要神道碑及石刻搬迁至邓府山山腰及山顶。搬迁后的整体形势为，经过明代拱形金水桥进入墓区，首先看到高大巍峨之神道碑，然后拾级而上，山顶是一约六亩大小的平台，神道石刻依次排开，神道尽头是墓冢。——《南京明清建筑》"
1749,秦状元巷,秦狀元巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7778,32.0226,,,,,秦状元巷以秦大士而得名。他是清代江宁人，字涧泉，号秋田老人，乾隆十七年殿试得头名状元。他博学多才，有“书法直逼欧阳修、柳公权”之说，还擅长花、竹画，名重一时。——《南京地名源》
2029,姚家巷,姚家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7878,32.0252,,,贡院、贡院街、夫子庙、西街、贡院西街、金陵、利涉桥、桃叶渡,,"在清代江南贡院的范围内。
“矩令若霜严，看多士俯决徘徊，群嚣尽息；襟期同月朗，喜此地江山人物，一览无余。”——《南京明清建筑》"
